slot,t,kind,reason,ref,attempt,seq,n_elig_ev,n_elig_st,lost,delay_ms,ack_type,ack_lost
1328,13280,NONE,IDLE,0,0,0,0,0,0,0,,0
1329,13290,NONE,IDLE,0,0,0,0,0,0,0,,0
1330,13300,NONE,IDLE,0,0,0,0,0,0,0,,0
1331,13310,NONE,IDLE,0,0,0,0,0,0,0,,0
1332,13320,NONE,IDLE,0,0,0,0,0,0,0,,0
1333,13330,NONE,IDLE,0,0,0,0,0,0,0,,0
1334,13340,NONE,IDLE,0,0,0,0,0,0,0,,0
1335,13350,NONE,IDLE,0,0,0,0,0,0,0,,0
1336,13360,NONE,IDLE,0,0,0,0,0,0,0,,0
1337,13370,NONE,IDLE,0,0,0,0,0,0,0,,0
1338,13380,NONE,IDLE,0,0,0,0,0,0,0,,0
1339,13390,NONE,IDLE,0,0,0,0,0,0,0,,0
1340,13400,NONE,IDLE,0,0,0,0,0,0,0,,0
1341,13410,NONE,IDLE,0,0,0,0,0,0,0,,0
1342,13420,NONE,IDLE,0,0,0,0,0,0,0,,0
1343,13430,NONE,IDLE,0,0,0,0,0,0,0,,0
1344,13440,NONE,IDLE,0,0,0,0,0,0,0,,0
1345,13450,NONE,IDLE,0,0,0,0,0,0,0,,0
1346,13460,NONE,IDLE,0,0,0,0,0,0,0,,0
1347,13470,NONE,IDLE,0,0,0,0,0,0,0,,0
1348,13480,NONE,IDLE,0,0,0,0,0,0,0,,0
1349,13490,NONE,IDLE,0,0,0,0,0,0,0,,0
1350,13500,NONE,IDLE,0,0,0,0,0,0,0,,0
1351,13510,NONE,IDLE,0,0,0,0,0,0,0,,0
1352,13520,NONE,IDLE,0,0,0,0,0,0,0,,0
1353,13530,NONE,IDLE,0,0,0,0,0,0,0,,0
1354,13540,NONE,IDLE,0,0,0,0,0,0,0,,0
1355,13550,NONE,IDLE,0,0,0,0,0,0,0,,0
1356,13560,NONE,IDLE,0,0,0,0,0,0,0,,0
1357,13570,NONE,IDLE,0,0,0,0,0,0,0,,0
1358,13580,NONE,IDLE,0,0,0,0,0,0,0,,0
1359,13590,NONE,IDLE,0,0,0,0,0,0,0,,0
1360,13600,NONE,IDLE,0,0,0,0,0,0,0,,0
1361,13610,NONE,IDLE,0,0,0,0,0,0,0,,0
1362,13620,NONE,IDLE,0,0,0,0,0,0,0,,0
1363,13630,NONE,IDLE,0,0,0,0,0,0,0,,0
1364,13640,NONE,IDLE,0,0,0,0,0,0,0,,0
1365,13650,NONE,IDLE,0,0,0,0,0,0,0,,0
1366,13660,NONE,IDLE,0,0,0,0,0,0,0,,0
1367,13670,NONE,IDLE,0,0,0,0,0,0,0,,0
1368,13680,NONE,IDLE,0,0,0,0,0,0,0,,0
1369,13690,NONE,IDLE,0,0,0,0,0,0,0,,0
1370,13700,NONE,IDLE,0,0,0,0,0,0,0,,0
1371,13710,NONE,IDLE,0,0,0,0,0,0,0,,0
1372,13720,NONE,IDLE,0,0,0,0,0,0,0,,0
1373,13730,NONE,IDLE,0,0,0,0,0,0,0,,0
1374,13740,NONE,IDLE,0,0,0,0,0,0,0,,0
1375,13750,NONE,IDLE,0,0,0,0,0,0,0,,0
1376,13760,NONE,IDLE,0,0,0,0,0,0,0,,0
1377,13770,NONE,IDLE,0,0,0,0,0,0,0,,0
1378,13780,NONE,IDLE,0,0,0,0,0,0,0,,0
1379,13790,NONE,IDLE,0,0,0,0,0,0,0,,0
1380,13800,NONE,IDLE,0,0,0,0,0,0,0,,0
1381,13810,NONE,IDLE,0,0,0,0,0,0,0,,0
1382,13820,NONE,IDLE,0,0,0,0,0,0,0,,0
1383,13830,NONE,IDLE,0,0,0,0,0,0,0,,0
1384,13840,NONE,IDLE,0,0,0,0,0,0,0,,0
1385,13850,NONE,IDLE,0,0,0,0,0,0,0,,0
1386,13860,NONE,IDLE,0,0,0,0,0,0,0,,0
1387,13870,NONE,IDLE,0,0,0,0,0,0,0,,0
1388,13880,NONE,IDLE,0,0,0,0,0,0,0,,0
1389,13890,NONE,IDLE,0,0,0,0,0,0,0,,0
1390,13900,NONE,IDLE,0,0,0,0,0,0,0,,0
1391,13910,NONE,IDLE,0,0,0,0,0,0,0,,0
1392,13920,NONE,IDLE,0,0,0,0,0,0,0,,0
1393,13930,NONE,IDLE,0,0,0,0,0,0,0,,0
1394,13940,NONE,IDLE,0,0,0,0,0,0,0,,0
1395,13950,NONE,IDLE,0,0,0,0,0,0,0,,0
1396,13960,NONE,IDLE,0,0,0,0,0,0,0,,0
1397,13970,NONE,IDLE,0,0,0,0,0,0,0,,0
1398,13980,NONE,IDLE,0,0,0,0,0,0,0,,0
1399,13990,NONE,IDLE,0,0,0,0,0,0,0,,0
1400,14000,NONE,IDLE,0,0,0,0,0,0,0,,0
1401,14010,NONE,IDLE,0,0,0,0,0,0,0,,0
1402,14020,NONE,IDLE,0,0,0,0,0,0,0,,0
1403,14030,NONE,IDLE,0,0,0,0,0,0,0,,0
1404,14040,NONE,IDLE,0,0,0,0,0,0,0,,0
1405,14050,NONE,IDLE,0,0,0,0,0,0,0,,0
1406,14060,NONE,IDLE,0,0,0,0,0,0,0,,0
1407,14070,NONE,IDLE,0,0,0,0,0,0,0,,0
1408,14080,NONE,IDLE,0,0,0,0,0,0,0,,0
1409,14090,NONE,IDLE,0,0,0,0,0,0,0,,0
1410,14100,NONE,IDLE,0,0,0,0,0,0,0,,0
1411,14110,NONE,IDLE,0,0,0,0,0,0,0,,0
1412,14120,NONE,IDLE,0,0,0,0,0,0,0,,0
1413,14130,NONE,IDLE,0,0,0,0,0,0,0,,0
1414,14140,NONE,IDLE,0,0,0,0,0,0,0,,0
1415,14150,NONE,IDLE,0,0,0,0,0,0,0,,0
1416,14160,NONE,IDLE,0,0,0,0,0,0,0,,0
1417,14170,NONE,IDLE,0,0,0,0,0,0,0,,0
1418,14180,NONE,IDLE,0,0,0,0,0,0,0,,0
1419,14190,NONE,IDLE,0,0,0,0,0,0,0,,0
1420,14200,NONE,IDLE,0,0,0,0,0,0,0,,0
1421,14210,NONE,IDLE,0,0,0,0,0,0,0,,0
1422,14220,NONE,IDLE,0,0,0,0,0,0,0,,0
1423,14230,NONE,IDLE,0,0,0,0,0,0,0,,0
1424,14240,NONE,IDLE,0,0,0,0,0,0,0,,0
1425,14250,NONE,IDLE,0,0,0,0,0,0,0,,0
1426,14260,NONE,IDLE,0,0,0,0,0,0,0,,0
1427,14270,NONE,IDLE,0,0,0,0,0,0,0,,0
1428,14280,NONE,IDLE,0,0,0,0,0,0,0,,0
1429,14290,NONE,IDLE,0,0,0,0,0,0,0,,0
1430,14300,NONE,IDLE,0,0,0,0,0,0,0,,0
1431,14310,NONE,IDLE,0,0,0,0,0,0,0,,0
1432,14320,NONE,IDLE,0,0,0,0,0,0,0,,0
1433,14330,NONE,IDLE,0,0,0,0,0,0,0,,0
1434,14340,NONE,IDLE,0,0,0,0,0,0,0,,0
1435,14350,NONE,IDLE,0,0,0,0,0,0,0,,0
1436,14360,NONE,IDLE,0,0,0,0,0,0,0,,0
1437,14370,NONE,IDLE,0,0,0,0,0,0,0,,0
1438,14380,NONE,IDLE,0,0,0,0,0,0,0,,0
1439,14390,NONE,IDLE,0,0,0,0,0,0,0,,0
1440,14400,NONE,IDLE,0,0,0,0,0,0,0,,0
1441,14410,NONE,IDLE,0,0,0,0,0,0,0,,0
1442,14420,NONE,IDLE,0,0,0,0,0,0,0,,0
1443,14430,NONE,IDLE,0,0,0,0,0,0,0,,0
1444,14440,NONE,IDLE,0,0,0,0,0,0,0,,0
1445,14450,NONE,IDLE,0,0,0,0,0,0,0,,0
1446,14460,NONE,IDLE,0,0,0,0,0,0,0,,0
1447,14470,NONE,IDLE,0,0,0,0,0,0,0,,0
1448,14480,NONE,IDLE,0,0,0,0,0,0,0,,0
1449,14490,NONE,IDLE,0,0,0,0,0,0,0,,0
1450,14500,NONE,IDLE,0,0,0,0,0,0,0,,0
1451,14510,NONE,IDLE,0,0,0,0,0,0,0,,0
1452,14520,NONE,IDLE,0,0,0,0,0,0,0,,0
1453,14530,NONE,IDLE,0,0,0,0,0,0,0,,0
1454,14540,NONE,IDLE,0,0,0,0,0,0,0,,0
1455,14550,NONE,IDLE,0,0,0,0,0,0,0,,0
1456,14560,NONE,IDLE,0,0,0,0,0,0,0,,0
1457,14570,NONE,IDLE,0,0,0,0,0,0,0,,0
1458,14580,NONE,IDLE,0,0,0,0,0,0,0,,0
1459,14590,NONE,IDLE,0,0,0,0,0,0,0,,0
1460,14600,NONE,IDLE,0,0,0,0,0,0,0,,0
1461,14610,NONE,IDLE,0,0,0,0,0,0,0,,0
1462,14620,NONE,IDLE,0,0,0,0,0,0,0,,0
1463,14630,NONE,IDLE,0,0,0,0,0,0,0,,0
1464,14640,NONE,IDLE,0,0,0,0,0,0,0,,0
1465,14650,NONE,IDLE,0,0,0,0,0,0,0,,0
1466,14660,NONE,IDLE,0,0,0,0,0,0,0,,0
1467,14670,NONE,IDLE,0,0,0,0,0,0,0,,0
1468,14680,NONE,IDLE,0,0,0,0,0,0,0,,0
1469,14690,NONE,IDLE,0,0,0,0,0,0,0,,0
1470,14700,NONE,IDLE,0,0,0,0,0,0,0,,0
1471,14710,NONE,IDLE,0,0,0,0,0,0,0,,0
1472,14720,NONE,IDLE,0,0,0,0,0,0,0,,0
1473,14730,NONE,IDLE,0,0,0,0,0,0,0,,0
1474,14740,NONE,IDLE,0,0,0,0,0,0,0,,0
1475,14750,NONE,IDLE,0,0,0,0,0,0,0,,0
1476,14760,NONE,IDLE,0,0,0,0,0,0,0,,0
1477,14770,NONE,IDLE,0,0,0,0,0,0,0,,0
1478,14780,NONE,IDLE,0,0,0,0,0,0,0,,0
1479,14790,NONE,IDLE,0,0,0,0,0,0,0,,0
1480,14800,NONE,IDLE,0,0,0,0,0,0,0,,0
1481,14810,NONE,IDLE,0,0,0,0,0,0,0,,0
1482,14820,NONE,IDLE,0,0,0,0,0,0,0,,0
1483,14830,NONE,IDLE,0,0,0,0,0,0,0,,0
1484,14840,NONE,IDLE,0,0,0,0,0,0,0,,0
1485,14850,NONE,IDLE,0,0,0,0,0,0,0,,0
1486,14860,NONE,IDLE,0,0,0,0,0,0,0,,0
1487,14870,NONE,IDLE,0,0,0,0,0,0,0,,0
1488,14880,NONE,IDLE,0,0,0,0,0,0,0,,0
1489,14890,NONE,IDLE,0,0,0,0,0,0,0,,0
1490,14900,NONE,IDLE,0,0,0,0,0,0,0,,0
1491,14910,NONE,IDLE,0,0,0,0,0,0,0,,0
1492,14920,NONE,IDLE,0,0,0,0,0,0,0,,0
1493,14930,NONE,IDLE,0,0,0,0,0,0,0,,0
1494,14940,NONE,IDLE,0,0,0,0,0,0,0,,0
1495,14950,NONE,IDLE,0,0,0,0,0,0,0,,0
1496,14960,NONE,IDLE,0,0,0,0,0,0,0,,0
1497,14970,NONE,IDLE,0,0,0,0,0,0,0,,0
1498,14980,NONE,IDLE,0,0,0,0,0,0,0,,0
1499,14990,NONE,IDLE,0,0,0,0,0,0,0,,0
1500,15000,NONE,IDLE,0,0,0,0,0,0,0,,0
1501,15010,NONE,IDLE,0,0,0,0,0,0,0,,0
1502,15020,NONE,IDLE,0,0,0,0,0,0,0,,0
1503,15030,NONE,IDLE,0,0,0,0,0,0,0,,0
1504,15040,NONE,IDLE,0,0,0,0,0,0,0,,0
1505,15050,NONE,IDLE,0,0,0,0,0,0,0,,0
1506,15060,NONE,IDLE,0,0,0,0,0,0,0,,0
1507,15070,NONE,IDLE,0,0,0,0,0,0,0,,0
1508,15080,NONE,IDLE,0,0,0,0,0,0,0,,0
1509,15090,NONE,IDLE,0,0,0,0,0,0,0,,0
1510,15100,NONE,IDLE,0,0,0,0,0,0,0,,0
1511,15110,NONE,IDLE,0,0,0,0,0,0,0,,0
1512,15120,NONE,IDLE,0,0,0,0,0,0,0,,0
1513,15130,NONE,IDLE,0,0,0,0,0,0,0,,0
1514,15140,NONE,IDLE,0,0,0,0,0,0,0,,0
1515,15150,NONE,IDLE,0,0,0,0,0,0,0,,0
1516,15160,NONE,IDLE,0,0,0,0,0,0,0,,0
1517,15170,NONE,IDLE,0,0,0,0,0,0,0,,0
1518,15180,NONE,IDLE,0,0,0,0,0,0,0,,0
1519,15190,NONE,IDLE,0,0,0,0,0,0,0,,0
1520,15200,NONE,IDLE,0,0,0,0,0,0,0,,0
1521,15210,NONE,IDLE,0,0,0,0,0,0,0,,0
1522,15220,NONE,IDLE,0,0,0,0,0,0,0,,0
1523,15230,NONE,IDLE,0,0,0,0,0,0,0,,0
1524,15240,NONE,IDLE,0,0,0,0,0,0,0,,0
1525,15250,NONE,IDLE,0,0,0,0,0,0,0,,0
1526,15260,NONE,IDLE,0,0,0,0,0,0,0,,0
1527,15270,NONE,IDLE,0,0,0,0,0,0,0,,0
1528,15280,NONE,IDLE,0,0,0,0,0,0,0,,0
1529,15290,NONE,IDLE,0,0,0,0,0,0,0,,0
1530,15300,NONE,IDLE,0,0,0,0,0,0,0,,0
1531,15310,NONE,IDLE,0,0,0,0,0,0,0,,0
1532,15320,NONE,IDLE,0,0,0,0,0,0,0,,0
1533,15330,NONE,IDLE,0,0,0,0,0,0,0,,0
1534,15340,NONE,IDLE,0,0,0,0,0,0,0,,0
1535,15350,NONE,IDLE,0,0,0,0,0,0,0,,0
1536,15360,NONE,IDLE,0,0,0,0,0,0,0,,0
1537,15370,NONE,IDLE,0,0,0,0,0,0,0,,0
1538,15380,NONE,IDLE,0,0,0,0,0,0,0,,0
1539,15390,NONE,IDLE,0,0,0,0,0,0,0,,0
1540,15400,NONE,IDLE,0,0,0,0,0,0,0,,0
1541,15410,NONE,IDLE,0,0,0,0,0,0,0,,0
1542,15420,NONE,IDLE,0,0,0,0,0,0,0,,0
1543,15430,NONE,IDLE,0,0,0,0,0,0,0,,0
1544,15440,NONE,IDLE,0,0,0,0,0,0,0,,0
1545,15450,NONE,IDLE,0,0,0,0,0,0,0,,0
1546,15460,NONE,IDLE,0,0,0,0,0,0,0,,0
1547,15470,NONE,IDLE,0,0,0,0,0,0,0,,0
1548,15480,NONE,IDLE,0,0,0,0,0,0,0,,0
1549,15490,NONE,IDLE,0,0,0,0,0,0,0,,0
1550,15500,NONE,IDLE,0,0,0,0,0,0,0,,0
1551,15510,NONE,IDLE,0,0,0,0,0,0,0,,0
1552,15520,NONE,IDLE,0,0,0,0,0,0,0,,0
1553,15530,NONE,IDLE,0,0,0,0,0,0,0,,0
1554,15540,NONE,IDLE,0,0,0,0,0,0,0,,0
1555,15550,NONE,IDLE,0,0,0,0,0,0,0,,0
1556,15560,NONE,IDLE,0,0,0,0,0,0,0,,0
1557,15570,NONE,IDLE,0,0,0,0,0,0,0,,0
1558,15580,NONE,IDLE,0,0,0,0,0,0,0,,0
1559,15590,NONE,IDLE,0,0,0,0,0,0,0,,0
1560,15600,NONE,IDLE,0,0,0,0,0,0,0,,0
1561,15610,NONE,IDLE,0,0,0,0,0,0,0,,0
1562,15620,NONE,IDLE,0,0,0,0,0,0,0,,0
1563,15630,NONE,IDLE,0,0,0,0,0,0,0,,0
1564,15640,NONE,IDLE,0,0,0,0,0,0,0,,0
1565,15650,NONE,IDLE,0,0,0,0,0,0,0,,0
1566,15660,NONE,IDLE,0,0,0,0,0,0,0,,0
1567,15670,NONE,IDLE,0,0,0,0,0,0,0,,0
1568,15680,NONE,IDLE,0,0,0,0,0,0,0,,0
1569,15690,NONE,IDLE,0,0,0,0,0,0,0,,0
1570,15700,NONE,IDLE,0,0,0,0,0,0,0,,0
1571,15710,NONE,IDLE,0,0,0,0,0,0,0,,0
1572,15720,NONE,IDLE,0,0,0,0,0,0,0,,0
1573,15730,NONE,IDLE,0,0,0,0,0,0,0,,0
1574,15740,NONE,IDLE,0,0,0,0,0,0,0,,0
1575,15750,NONE,IDLE,0,0,0,0,0,0,0,,0
1576,15760,NONE,IDLE,0,0,0,0,0,0,0,,0
1577,15770,NONE,IDLE,0,0,0,0,0,0,0,,0
1578,15780,NONE,IDLE,0,0,0,0,0,0,0,,0
1579,15790,NONE,IDLE,0,0,0,0,0,0,0,,0
1580,15800,NONE,IDLE,0,0,0,0,0,0,0,,0
1581,15810,NONE,IDLE,0,0,0,0,0,0,0,,0
1582,15820,NONE,IDLE,0,0,0,0,0,0,0,,0
1583,15830,NONE,IDLE,0,0,0,0,0,0,0,,0
1584,15840,NONE,IDLE,0,0,0,0,0,0,0,,0
1585,15850,NONE,IDLE,0,0,0,0,0,0,0,,0
1586,15860,NONE,IDLE,0,0,0,0,0,0,0,,0
1587,15870,NONE,IDLE,0,0,0,0,0,0,0,,0
1588,15880,NONE,IDLE,0,0,0,0,0,0,0,,0
1589,15890,NONE,IDLE,0,0,0,0,0,0,0,,0
1590,15900,NONE,IDLE,0,0,0,0,0,0,0,,0
1591,15910,NONE,IDLE,0,0,0,0,0,0,0,,0
1592,15920,NONE,IDLE,0,0,0,0,0,0,0,,0
1593,15930,NONE,IDLE,0,0,0,0,0,0,0,,0
1594,15940,NONE,IDLE,0,0,0,0,0,0,0,,0
1595,15950,NONE,IDLE,0,0,0,0,0,0,0,,0
1596,15960,NONE,IDLE,0,0,0,0,0,0,0,,0
1597,15970,NONE,IDLE,0,0,0,0,0,0,0,,0
1598,15980,NONE,IDLE,0,0,0,0,0,0,0,,0
1599,15990,NONE,IDLE,0,0,0,0,0,0,0,,0
1600,16000,NONE,IDLE,0,0,0,0,0,0,0,,0
1601,16010,NONE,IDLE,0,0,0,0,0,0,0,,0
1602,16020,NONE,IDLE,0,0,0,0,0,0,0,,0
1603,16030,NONE,IDLE,0,0,0,0,0,0,0,,0
1604,16040,NONE,IDLE,0,0,0,0,0,0,0,,0
1605,16050,NONE,IDLE,0,0,0,0,0,0,0,,0
1606,16060,NONE,IDLE,0,0,0,0,0,0,0,,0
1607,16070,NONE,IDLE,0,0,0,0,0,0,0,,0
1608,16080,NONE,IDLE,0,0,0,0,0,0,0,,0
1609,16090,NONE,IDLE,0,0,0,0,0,0,0,,0
1610,16100,NONE,IDLE,0,0,0,0,0,0,0,,0
1611,16110,NONE,IDLE,0,0,0,0,0,0,0,,0
1612,16120,NONE,IDLE,0,0,0,0,0,0,0,,0
1613,16130,NONE,IDLE,0,0,0,0,0,0,0,,0
1614,16140,NONE,IDLE,0,0,0,0,0,0,0,,0
1615,16150,NONE,IDLE,0,0,0,0,0,0,0,,0
1616,16160,NONE,IDLE,0,0,0,0,0,0,0,,0
1617,16170,NONE,IDLE,0,0,0,0,0,0,0,,0
1618,16180,NONE,IDLE,0,0,0,0,0,0,0,,0
1619,16190,NONE,IDLE,0,0,0,0,0,0,0,,0
1620,16200,NONE,IDLE,0,0,0,0,0,0,0,,0
1621,16210,NONE,IDLE,0,0,0,0,0,0,0,,0
1622,16220,NONE,IDLE,0,0,0,0,0,0,0,,0
1623,16230,NONE,IDLE,0,0,0,0,0,0,0,,0
1624,16240,NONE,IDLE,0,0,0,0,0,0,0,,0
1625,16250,NONE,IDLE,0,0,0,0,0,0,0,,0
1626,16260,NONE,IDLE,0,0,0,0,0,0,0,,0
1627,16270,NONE,IDLE,0,0,0,0,0,0,0,,0
1628,16280,NONE,IDLE,0,0,0,0,0,0,0,,0
1629,16290,NONE,IDLE,0,0,0,0,0,0,0,,0
1630,16300,NONE,IDLE,0,0,0,0,0,0,0,,0
1631,16310,NONE,IDLE,0,0,0,0,0,0,0,,0
1632,16320,NONE,IDLE,0,0,0,0,0,0,0,,0
1633,16330,NONE,IDLE,0,0,0,0,0,0,0,,0
1634,16340,NONE,IDLE,0,0,0,0,0,0,0,,0
1635,16350,NONE,IDLE,0,0,0,0,0,0,0,,0
1636,16360,NONE,IDLE,0,0,0,0,0,0,0,,0
1637,16370,NONE,IDLE,0,0,0,0,0,0,0,,0
1638,16380,NONE,IDLE,0,0,0,0,0,0,0,,0
1639,16390,NONE,IDLE,0,0,0,0,0,0,0,,0
1640,16400,NONE,IDLE,0,0,0,0,0,0,0,,0
1641,16410,NONE,IDLE,0,0,0,0,0,0,0,,0
1642,16420,NONE,IDLE,0,0,0,0,0,0,0,,0
1643,16430,NONE,IDLE,0,0,0,0,0,0,0,,0
1644,16440,NONE,IDLE,0,0,0,0,0,0,0,,0
1645,16450,NONE,IDLE,0,0,0,0,0,0,0,,0
1646,16460,NONE,IDLE,0,0,0,0,0,0,0,,0
1647,16470,NONE,IDLE,0,0,0,0,0,0,0,,0
1648,16480,NONE,IDLE,0,0,0,0,0,0,0,,0
1649,16490,NONE,IDLE,0,0,0,0,0,0,0,,0
1650,16500,NONE,IDLE,0,0,0,0,0,0,0,,0
1651,16510,NONE,IDLE,0,0,0,0,0,0,0,,0
1652,16520,NONE,IDLE,0,0,0,0,0,0,0,,0
1653,16530,NONE,IDLE,0,0,0,0,0,0,0,,0
1654,16540,NONE,IDLE,0,0,0,0,0,0,0,,0
1655,16550,NONE,IDLE,0,0,0,0,0,0,0,,0
1656,16560,NONE,IDLE,0,0,0,0,0,0,0,,0
1657,16570,NONE,IDLE,0,0,0,0,0,0,0,,0
1658,16580,NONE,IDLE,0,0,0,0,0,0,0,,0
1659,16590,NONE,IDLE,0,0,0,0,0,0,0,,0
1660,16600,NONE,IDLE,0,0,0,0,0,0,0,,0
1661,16610,NONE,IDLE,0,0,0,0,0,0,0,,0
1662,16620,NONE,IDLE,0,0,0,0,0,0,0,,0
1663,16630,NONE,IDLE,0,0,0,0,0,0,0,,0
1664,16640,NONE,IDLE,0,0,0,0,0,0,0,,0
1665,16650,NONE,IDLE,0,0,0,0,0,0,0,,0
1666,16660,NONE,IDLE,0,0,0,0,0,0,0,,0
1667,16670,NONE,IDLE,0,0,0,0,0,0,0,,0
1668,16680,NONE,IDLE,0,0,0,0,0,0,0,,0
1669,16690,NONE,IDLE,0,0,0,0,0,0,0,,0
1670,16700,NONE,IDLE,0,0,0,0,0,0,0,,0
1671,16710,NONE,IDLE,0,0,0,0,0,0,0,,0
1672,16720,NONE,IDLE,0,0,0,0,0,0,0,,0
1673,16730,NONE,IDLE,0,0,0,0,0,0,0,,0
1674,16740,NONE,IDLE,0,0,0,0,0,0,0,,0
1675,16750,NONE,IDLE,0,0,0,0,0,0,0,,0
1676,16760,NONE,IDLE,0,0,0,0,0,0,0,,0
1677,16770,NONE,IDLE,0,0,0,0,0,0,0,,0
1678,16780,NONE,IDLE,0,0,0,0,0,0,0,,0
1679,16790,NONE,IDLE,0,0,0,0,0,0,0,,0
1680,16800,NONE,IDLE,0,0,0,0,0,0,0,,0
1681,16810,NONE,IDLE,0,0,0,0,0,0,0,,0
1682,16820,NONE,IDLE,0,0,0,0,0,0,0,,0
1683,16830,NONE,IDLE,0,0,0,0,0,0,0,,0
1684,16840,NONE,IDLE,0,0,0,0,0,0,0,,0
1685,16850,NONE,IDLE,0,0,0,0,0,0,0,,0
1686,16860,NONE,IDLE,0,0,0,0,0,0,0,,0
1687,16870,NONE,IDLE,0,0,0,0,0,0,0,,0
1688,16880,NONE,IDLE,0,0,0,0,0,0,0,,0
1689,16890,NONE,IDLE,0,0,0,0,0,0,0,,0
1690,16900,NONE,IDLE,0,0,0,0,0,0,0,,0
1691,16910,NONE,IDLE,0,0,0,0,0,0,0,,0
1692,16920,NONE,IDLE,0,0,0,0,0,0,0,,0
1693,16930,NONE,IDLE,0,0,0,0,0,0,0,,0
1694,16940,NONE,IDLE,0,0,0,0,0,0,0,,0
1695,16950,NONE,IDLE,0,0,0,0,0,0,0,,0
1696,16960,NONE,IDLE,0,0,0,0,0,0,0,,0
1697,16970,NONE,IDLE,0,0,0,0,0,0,0,,0
1698,16980,NONE,IDLE,0,0,0,0,0,0,0,,0
1699,16990,NONE,IDLE,0,0,0,0,0,0,0,,0
1700,17000,NONE,IDLE,0,0,0,0,0,0,0,,0
1701,17010,NONE,IDLE,0,0,0,0,0,0,0,,0
1702,17020,NONE,IDLE,0,0,0,0,0,0,0,,0
1703,17030,NONE,IDLE,0,0,0,0,0,0,0,,0
1704,17040,NONE,IDLE,0,0,0,0,0,0,0,,0
1705,17050,NONE,IDLE,0,0,0,0,0,0,0,,0
1706,17060,NONE,IDLE,0,0,0,0,0,0,0,,0
1707,17070,NONE,IDLE,0,0,0,0,0,0,0,,0
1708,17080,NONE,IDLE,0,0,0,0,0,0,0,,0
1709,17090,NONE,IDLE,0,0,0,0,0,0,0,,0
1710,17100,NONE,IDLE,0,0,0,0,0,0,0,,0
1711,17110,NONE,IDLE,0,0,0,0,0,0,0,,0
1712,17120,NONE,IDLE,0,0,0,0,0,0,0,,0
1713,17130,NONE,IDLE,0,0,0,0,0,0,0,,0
1714,17140,NONE,IDLE,0,0,0,0,0,0,0,,0
1715,17150,NONE,IDLE,0,0,0,0,0,0,0,,0
1716,17160,NONE,IDLE,0,0,0,0,0,0,0,,0
1717,17170,NONE,IDLE,0,0,0,0,0,0,0,,0
1718,17180,NONE,IDLE,0,0,0,0,0,0,0,,0
1719,17190,NONE,IDLE,0,0,0,0,0,0,0,,0
1720,17200,NONE,IDLE,0,0,0,0,0,0,0,,0
1721,17210,NONE,IDLE,0,0,0,0,0,0,0,,0
1722,17220,NONE,IDLE,0,0,0,0,0,0,0,,0
1723,17230,NONE,IDLE,0,0,0,0,0,0,0,,0
1724,17240,NONE,IDLE,0,0,0,0,0,0,0,,0
1725,17250,NONE,IDLE,0,0,0,0,0,0,0,,0
1726,17260,NONE,IDLE,0,0,0,0,0,0,0,,0
1727,17270,NONE,IDLE,0,0,0,0,0,0,0,,0
1728,17280,NONE,IDLE,0,0,0,0,0,0,0,,0
1729,17290,NONE,IDLE,0,0,0,0,0,0,0,,0
1730,17300,NONE,IDLE,0,0,0,0,0,0,0,,0
1731,17310,NONE,IDLE,0,0,0,0,0,0,0,,0
1732,17320,NONE,IDLE,0,0,0,0,0,0,0,,0
1733,17330,NONE,IDLE,0,0,0,0,0,0,0,,0
1734,17340,NONE,IDLE,0,0,0,0,0,0,0,,0
1735,17350,NONE,IDLE,0,0,0,0,0,0,0,,0
1736,17360,NONE,IDLE,0,0,0,0,0,0,0,,0
1737,17370,NONE,IDLE,0,0,0,0,0,0,0,,0
1738,17380,NONE,IDLE,0,0,0,0,0,0,0,,0
1739,17390,NONE,IDLE,0,0,0,0,0,0,0,,0
1740,17400,NONE,IDLE,0,0,0,0,0,0,0,,0
1741,17410,NONE,IDLE,0,0,0,0,0,0,0,,0
1742,17420,NONE,IDLE,0,0,0,0,0,0,0,,0
1743,17430,NONE,IDLE,0,0,0,0,0,0,0,,0
1744,17440,NONE,IDLE,0,0,0,0,0,0,0,,0
1745,17450,NONE,IDLE,0,0,0,0,0,0,0,,0
1746,17460,NONE,IDLE,0,0,0,0,0,0,0,,0
1747,17470,NONE,IDLE,0,0,0,0,0,0,0,,0
1748,17480,NONE,IDLE,0,0,0,0,0,0,0,,0
1749,17490,NONE,IDLE,0,0,0,0,0,0,0,,0
1750,17500,NONE,IDLE,0,0,0,0,0,0,0,,0
1751,17510,NONE,IDLE,0,0,0,0,0,0,0,,0
1752,17520,NONE,IDLE,0,0,0,0,0,0,0,,0
1753,17530,NONE,IDLE,0,0,0,0,0,0,0,,0
1754,17540,NONE,IDLE,0,0,0,0,0,0,0,,0
1755,17550,NONE,IDLE,0,0,0,0,0,0,0,,0
1756,17560,NONE,IDLE,0,0,0,0,0,0,0,,0
1757,17570,NONE,IDLE,0,0,0,0,0,0,0,,0
1758,17580,NONE,IDLE,0,0,0,0,0,0,0,,0
1759,17590,NONE,IDLE,0,0,0,0,0,0,0,,0
1760,17600,NONE,IDLE,0,0,0,0,0,0,0,,0
1761,17610,NONE,IDLE,0,0,0,0,0,0,0,,0
1762,17620,NONE,IDLE,0,0,0,0,0,0,0,,0
